,Date,Survey.Time,Region,SiteName,Basin,Water.Temperature..F.,DepthBin,Transect..,HabitatType,Length(cm),Pycno.notes..disease.presence..behavior..etc..
124,4/15/2024,24,Puget Sound,Bell Island East,San Juan,49,Deep,2,Natural Reef,0,
125,4/15/2024,5,Puget Sound,Bell Island East,San Juan,49,Shallow,3,Natural Reef,0,
126,4/15/2024,18,Puget Sound,Bell Island East,San Juan,49,Deep,1,Natural Reef,0,
127,4/15/2024,14,Puget Sound,Bell Island East,San Juan,49,Intermediate,2,Natural Reef,0,
128,4/15/2024,5,Puget Sound,Bell Island East,San Juan,49,Shallow,3,Natural Reef,0,
129,4/15/2024,10,Puget Sound,Bell Island East,San Juan,49,Intermediate,1,Natural Reef,0,
130,4/15/2024,24,Puget Sound,Bell Island East,San Juan,49,Deep,2,Natural Reef,0,
131,4/15/2024,5,Puget Sound,Bell Island East,San Juan,49,Shallow,3,Natural Reef,0,
132,4/15/2024,18,Puget Sound,Bell Island East,San Juan,49,Deep,1,Natural Reef,0,
133,4/15/2024,14,Puget Sound,Bell Island East,San Juan,49,Intermediate,2,Natural Reef,0,
134,4/15/2024,5,Puget Sound,Bell Island East,San Juan,49,Shallow,3,Natural Reef,0,
135,8/21/2024,8,Puget Sound,Bell Island East,San Juan,53,Deep,1,Natural Reef,0,
136,8/21/2024,10,Puget Sound,Bell Island East,San Juan,53,Intermediate,2,Natural Reef,0,
137,8/21/2024,7,Puget Sound,Bell Island East,San Juan,53,Intermediate,3,Natural Reef,0,
138,8/21/2024,7.5,Puget Sound,Bell Island East,San Juan,53,Shallow,4,Natural Reef,0,
139,8/21/2024,8,Puget Sound,Bell Island East,San Juan,54,Deep,1,Natural Reef,0,
140,8/21/2024,15,Puget Sound,Bell Island East,San Juan,54,Deep,2,Natural Reef,0,
141,8/21/2024,4,Puget Sound,Bell Island East,San Juan,54,Shallow,3,Natural Reef,0,
142,8/21/2024,10,Puget Sound,Bell Island East,San Juan,51,Intermediate,1,Natural Reef,0,
143,8/21/2024,13,Puget Sound,Bell Island East,San Juan,51,Intermediate,2,Natural Reef,0,
144,8/21/2024,6,Puget Sound,Bell Island East,San Juan,51,Intermediate,3,Natural Reef,0,
145,8/21/2024,3,Puget Sound,Bell Island East,San Juan,51,Shallow,4,Natural Reef,0,
146,8/21/2024,6,Puget Sound,Bell Island East,San Juan,51,Intermediate,1,Natural Reef,0,
147,8/21/2024,15,Puget Sound,Bell Island East,San Juan,51,Intermediate,2,Natural Reef,0,
148,8/21/2024,4,Puget Sound,Bell Island East,San Juan,51,Intermediate,3,Natural Reef,0,
149,9/18/2024,50,Puget Sound,Bell Island East,San Juan,51,Intermediate,1,Natural Reef,0,
150,8/4/2025,5,Puget Sound,Bell Island East,San Juan,53,Deep,1,Natural Reef,0,
151,8/4/2025,7,Puget Sound,Bell Island East,San Juan,53,Intermediate,2,Natural Reef,0,
152,8/4/2025,13,Puget Sound,Bell Island East,San Juan,53,Intermediate,3,Natural Reef,0,
153,8/4/2025,8,Puget Sound,Bell Island East,San Juan,53,Shallow,4,Natural Reef,0,
154,8/4/2025,6,Puget Sound,Bell Island East,San Juan,53,Deep,1,Natural Reef,0,
155,8/4/2025,7,Puget Sound,Bell Island East,San Juan,53,Intermediate,2,Natural Reef,0,
156,8/4/2025,13,Puget Sound,Bell Island East,San Juan,53,Intermediate,3,Natural Reef,0,
157,8/4/2025,8,Puget Sound,Bell Island East,San Juan,53,Shallow,4,Natural Reef,0,
158,8/4/2025,21,Puget Sound,Bell Island East,San Juan,53,Intermediate,1,Natural Reef,0,
159,8/4/2025,14,Puget Sound,Bell Island East,San Juan,53,Intermediate,2,Natural Reef,0,
160,8/4/2025,5,Puget Sound,Bell Island East,San Juan,53,Shallow,3,Natural Reef,0,
161,5/10/2022,11,Puget Sound,Bell Island West,San Juan,48,Deep,1,Natural Reef,0,
162,5/10/2022,7.5,Puget Sound,Bell Island West,San Juan,48,Intermediate,2,Natural Reef,0,
163,5/10/2022,5,Puget Sound,Bell Island West,San Juan,48,Intermediate,3,Natural Reef,0,
164,5/10/2022,6,Puget Sound,Bell Island West,San Juan,48,Shallow,4,Natural Reef,0,
165,5/10/2022,12,Puget Sound,Bell Island West,San Juan,47,Deep,1,Natural Reef,0,
166,5/10/2022,6,Puget Sound,Bell Island West,San Juan,47,Intermediate,2,Natural Reef,0,
167,5/10/2022,6,Puget Sound,Bell Island West,San Juan,47,Shallow,3,Natural Reef,0,
168,8/9/2023,5,Puget Sound,Bell Island West,San Juan,54,Deep,1,Natural Reef,0,
169,8/9/2023,6,Puget Sound,Bell Island West,San Juan,54,Deep,2,Natural Reef,0,
170,8/9/2023,4,Puget Sound,Bell Island West,San Juan,54,Intermediate,3,Natural Reef,0,
171,8/9/2023,8,Puget Sound,Bell Island West,San Juan,54,Shallow,4,Natural Reef,0,
172,8/9/2023,5,Puget Sound,Bell Island West,San Juan,54,Deep,1,Natural Reef,0,
173,8/9/2023,6,Puget Sound,Bell Island West,San Juan,54,Deep,2,Natural Reef,0,
174,8/9/2023,4,Puget Sound,Bell Island West,San Juan,54,Intermediate,3,Natural Reef,0,
175,8/9/2023,8,Puget Sound,Bell Island West,San Juan,54,Shallow,4,Natural Reef,0,
176,5/2/2024,10,Puget Sound,Bell Island West,San Juan,47,Deep,1,Natural Reef,0,
177,5/2/2024,7,Puget Sound,Bell Island West,San Juan,47,Deep,2,Natural Reef,0,
178,5/2/2024,10,Puget Sound,Bell Island West,San Juan,47,Intermediate,3,Natural Reef,0,
179,5/2/2024,2,Puget Sound,Bell Island West,San Juan,47,Shallow,4,Natural Reef,0,
180,5/2/2024,10,Puget Sound,Bell Island West,San Juan,47,Deep,1,Natural Reef,0,
181,5/2/2024,10,Puget Sound,Bell Island West,San Juan,47,Deep,2,Natural Reef,0,
182,5/2/2024,5,Puget Sound,Bell Island West,San Juan,47,Intermediate,3,Natural Reef,0,
183,5/2/2024,5,Puget Sound,Bell Island West,San Juan,47,Shallow,4,Natural Reef,0,
184,5/2/2024,10,Puget Sound,Bell Island West,San Juan,47,Deep,1,Natural Reef,0,
185,5/2/2024,10,Puget Sound,Bell Island West,San Juan,47,Deep,2,Natural Reef,0,
186,5/2/2024,5,Puget Sound,Bell Island West,San Juan,47,Intermediate,3,Natural Reef,0,
187,9/18/2024,28,Puget Sound,Bell Island West,San Juan,51,Deep,1,Natural Reef,0,
188,9/18/2024,17,Puget Sound,Bell Island West,San Juan,51,Intermediate,2,Natural Reef,0,
189,9/18/2024,7,Puget Sound,Bell Island West,San Juan,51,Shallow,3,Kelp Forest,0,
190,8/6/2025,16.5,Puget Sound,Bell Island West,San Juan,53,Deep,1,Natural Reef,0,
191,8/6/2025,8,Puget Sound,Bell Island West,San Juan,53,Intermediate,2,Natural Reef,0,
192,8/6/2025,6,Puget Sound,Bell Island West,San Juan,53,Intermediate,3,Natural Reef,0,
193,8/6/2025,3.5,Puget Sound,Bell Island West,San Juan,53,Shallow,4,Natural Reef,0,
194,8/6/2025,14,Puget Sound,Bell Island West,San Juan,53,Deep,1,Natural Reef,0,
195,8/6/2025,14,Puget Sound,Bell Island West,San Juan,53,Intermediate,2,Natural Reef,0,
196,8/6/2025,9,Puget Sound,Bell Island West,San Juan,53,Shallow,3,Natural Reef,0,
197,8/6/2025,14,Puget Sound,Bell Island West,San Juan,53,Deep,1,Natural Reef,0,
198,8/6/2025,9,Puget Sound,Bell Island West,San Juan,53,Deep,2,Natural Reef,0,
199,8/6/2025,4,Puget Sound,Bell Island West,San Juan,53,Intermediate,3,Natural Reef,0,
200,8/6/2025,6,Puget Sound,Bell Island West,San Juan,53,Intermediate,4,Natural Reef,0,
201,8/6/2025,6,Puget Sound,Bell Island West,San Juan,53,Shallow,5,Natural Reef,0,
202,11/17/2025,8,Puget Sound,Bell Island West,San Juan,50,Deep,1,Natural Reef,0,
203,11/17/2025,23,Puget Sound,Bell Island West,San Juan,50,Deep,2,Natural Reef,0,
204,11/17/2025,6,Puget Sound,Bell Island West,San Juan,50,Shallow,3,Natural Reef,0,
205,6/19/2023,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,0,
206,6/19/2023,18,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,0,
207,6/19/2023,10,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,0,
208,6/19/2023,18,Puget Sound,Beverly Beach,Whidbey,48,Shallow,4,Eelgrass,0,
209,7/26/2023,4,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,0,
210,7/26/2023,17,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,0,
211,7/26/2023,21,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,0,
212,7/26/2023,6,Puget Sound,Beverly Beach,Whidbey,53,Shallow,4,Soft Bottom,0,
213,8/23/2023,9,Puget Sound,Beverly Beach,Whidbey,63,Shallow,1,Eelgrass,0,
214,8/23/2023,7,Puget Sound,Beverly Beach,Whidbey,52,Intermediate,2,Soft Bottom,0,
215,8/23/2023,15,Puget Sound,Beverly Beach,Whidbey,49,Deep,3,Soft Bottom,0,
216,8/23/2023,6,Puget Sound,Beverly Beach,Whidbey,52,Intermediate,4,Soft Bottom,0,
217,8/23/2023,25,Puget Sound,Beverly Beach,Whidbey,52,Shallow,5,Eelgrass,0,
218,10/18/2023,9,Puget Sound,Beverly Beach,Whidbey,51,Intermediate,1,Soft Bottom,0,
219,10/18/2023,21,Puget Sound,Beverly Beach,Whidbey,51,Deep,2,Soft Bottom,0,
220,10/18/2023,7,Puget Sound,Beverly Beach,Whidbey,51,Intermediate,3,Soft Bottom,0,
221,10/18/2023,14,Puget Sound,Beverly Beach,Whidbey,53,Shallow,4,Eelgrass,0,
222,1/26/2024,14,Puget Sound,Beverly Beach,Whidbey,46,Intermediate,1,Soft Bottom,0,
223,1/26/2024,13,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,0,
224,1/26/2024,11,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,0,
225,1/26/2024,17,Puget Sound,Beverly Beach,Whidbey,46,Shallow,4,Eelgrass,0,
226,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,20,
227,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,15,
228,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,25,
229,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,18,
230,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,20,
231,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,14,
232,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,20,
233,6/13/2024,5,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,1,Soft Bottom,25,
234,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,23,
235,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,13,
236,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,1.5,
237,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,11,
238,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,8,
239,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,15,
240,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,13,
241,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,2,
242,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,13,
243,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,20,
244,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,19,
245,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,12,
246,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,40,
247,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,20,
248,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,12,
249,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,13,
250,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,10,
251,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,8,
252,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,14,
253,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,8,
254,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,17,
255,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,20,
256,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,21,
257,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,22,
258,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,20,
259,6/13/2024,25,Puget Sound,Beverly Beach,Whidbey,48,Deep,2,Soft Bottom,30,
260,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,13,1 sick
261,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,13,1 sick
262,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,23,1 sick
263,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,35,1 sick
264,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,15,1 sick
265,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,20,1 sick
266,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,23,1 sick
267,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,14,1 sick
268,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,18,1 sick
269,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,12,1 sick
270,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,27,1 sick
271,6/13/2024,14,Puget Sound,Beverly Beach,Whidbey,48,Intermediate,3,Soft Bottom,23,1 sick
